

x	Y		Yana
1.1	15.755	15.755
1.2	14.773	14.773
1.3	13.998	13.998
1.4	13.389	13.389
1.5	12.917	12.917
1.6	12.56	12.56
1.7	12.302	12.302
1.8	12.129	12.129
1.9	12.031	12.031
2	12	12
2.1	12.029	12.029
2.2	12.113	12.113
2.3	12.247	12.247
2.4	12.427	12.427
2.5	12.65	12.65
2.6	12.914	12.914
2.7	13.216	13.216
2.8	13.554	13.554
2.9	13.927	13.927
3	14.333	14.333
The number of iterations it took:  9
